City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,rawson,-43.3002,-65.1023,26.65,35,1,9.15,AR,1675702662
363,fianarantsoa,-21.4333,47.0833,17.42,98,100,3.03,MG,1675702476
364,north bend,43.4065,-124.2243,5.95,93,75,3.6,US,1675702662
365,fonte boa,-2.4959,-66.2662,25.87,84,98,1.2,BR,1675702663
366,aksarayskiy,46.7924,48.0119,-3.9,84,100,6.44,RU,1675702663
367,winnemucca,40.973,-117.7357,0.51,72,35,3.09,US,1675702664
368,shelburne,44.0787,-80.2041,-4.87,90,88,2.43,CA,1675702664
369,krasnaya polyana,56.242,51.1442,-13.13,99,99,1.47,RU,1675702666
370,tucurui,-3.7661,-49.6725,30.87,60,87,1.25,BR,1675702666
371,shiraz,29.6036,52.5388,10.69,46,75,2.06,IR,1675702667
372,vienne,48.2085,16.3721,0.33,71,0,3.09,AT,1675702389
373,leningradskiy,69.3833,178.4167,-34.11,99,100,3.21,RU,1675702437
374,evensk,61.95,159.2333,-29.0,76,20,4.61,RU,1675702668
375,grand-santi,4.25,-54.3833,26.57,89,71,2.01,GF,1675702668
376,shilka,51.85,116.0333,-24.52,99,52,1.96,RU,1675702668
377,kinango,-4.1372,39.3153,26.06,81,51,3.57,KE,1675702669
378,tuktoyaktuk,69.4541,-133.0374,-42.0,66,0,1.03,CA,1675702669
379,yerofey pavlovich,53.9667,121.9667,-29.79,94,24,1.78,RU,1675702670
380,cukai,4.25,103.4167,22.99,94,100,2.21,MY,1675702670
381,karratha,-20.7377,116.8463,30.41,63,0,3.93,AU,1675702670
382,ostrovnoy,68.0531,39.5131,-7.18,95,88,3.37,RU,1675702426
383,qarchi gak,37.04,66.7889,10.26,61,63,5.67,AF,1675702671
384,andros,37.8333,24.9333,7.31,62,100,11.62,GR,1675702672
385,awassa,7.05,38.4667,21.42,33,94,4.24,ET,1675702672
386,bonthe,7.5264,-12.505,28.94,56,96,5.63,SL,1675702672
387,bondoukou,8.0333,-2.8,35.87,20,76,1.34,CI,1675702673
388,kieta,-6.2167,155.6333,24.69,91,100,2.94,PG,1675702673
389,plattsburgh,44.6995,-73.4529,-0.91,66,100,7.72,US,1675702601
390,vasylivka,47.4369,35.2742,-2.97,75,100,7.38,UA,1675702674
391,sampit,-2.5333,112.95,24.45,90,100,0.99,ID,1675702674
392,qiongshan,20.0058,110.3542,21.99,94,20,3.0,CN,1675702674
393,baturaden,-7.3,109.2167,18.46,95,100,1.19,ID,1675702675
394,makat,47.6469,53.3463,-3.75,82,100,4.61,KZ,1675702675
395,yeniseysk,58.4497,92.1703,-23.3,100,100,0.61,RU,1675702417
396,manakara,-22.1333,48.0167,23.2,92,100,3.17,MG,1675702676
397,nemuro,43.3236,145.575,-4.36,80,77,0.78,JP,1675702676
398,veraval,20.9,70.3667,21.5,74,0,5.97,IN,1675702677
399,kawalu,-7.3817,108.2082,22.77,88,100,0.69,ID,1675702677
400,sao filipe,14.8961,-24.4956,21.14,60,41,7.02,CV,1675702677
401,vestmanna,62.1564,-7.1664,7.51,93,100,9.77,FO,1675702678
402,hays,30.0502,-98.0336,19.02,84,100,3.13,US,1675702678
403,pangnirtung,66.1451,-65.7125,-35.0,68,20,0.0,CA,1675702678
404,villablino,42.9393,-6.3194,10.42,83,1,1.92,ES,1675702679
405,kawambwa,-9.7915,29.0791,17.77,92,95,1.26,ZM,1675702679
406,phalaborwa,-23.943,31.1411,27.87,51,20,7.53,ZA,1675702680
407,bambari,5.768,20.6757,32.7,11,48,0.55,CF,1675702680
408,bengkulu,-3.8004,102.2655,24.36,87,100,2.89,ID,1675702681
409,baker city,44.7749,-117.8344,2.0,74,0,2.06,US,1675702681
410,provideniya,64.3833,-173.3,-22.86,98,79,1.17,RU,1675702435
411,kavieng,-2.5744,150.7967,27.22,79,100,4.67,PG,1675702681
412,chimbote,-9.0853,-78.5783,24.25,72,81,3.23,PE,1675702682
413,simbahan,6.3032,120.5836,27.03,75,100,0.93,PH,1675702682
414,sao paulo de olivenca,-3.3783,-68.8725,27.39,77,99,1.66,BR,1675702683
415,husavik,66.0449,-17.3389,0.08,64,3,6.34,IS,1675702647
416,shitanjing,39.2342,106.3439,-2.48,35,3,0.9,CN,1675702684
417,porto novo,6.4965,2.6036,29.9,69,100,5.02,BJ,1675702684
418,palmer,42.1584,-72.3287,10.29,52,100,2.24,US,1675702686
419,indramayu,-6.3264,108.32,26.69,81,99,4.52,ID,1675702687
420,alihe,50.5667,123.7167,-26.15,98,20,1.63,CN,1675702688
421,calbuco,-41.768,-73.1273,14.91,67,3,5.57,CL,1675702688
422,lobito,-12.3481,13.5456,26.42,73,84,3.12,AO,1675702688
423,panaba,21.2833,-88.2667,26.56,59,20,4.43,MX,1675702689
424,paranavai,-23.0731,-52.4653,28.96,52,78,2.57,BR,1675702606
425,viedma,-40.8135,-62.9967,26.78,27,0,8.59,AR,1675702690
426,garden city,42.3256,-83.331,0.87,72,100,3.09,US,1675702656
427,sayyan,15.1718,44.3244,16.12,38,100,0.9,YE,1675702690
428,simpang,-1.2667,104.0833,24.59,92,80,1.34,ID,1675702691
429,taperoa,-7.2075,-36.8267,31.53,36,48,5.32,BR,1675702691
430,ramhormoz,31.28,49.6035,16.33,52,100,2.21,IR,1675702691
431,byron bay,-28.65,153.6167,20.52,79,100,1.65,AU,1675702692
432,beloha,-25.1667,45.05,23.74,83,100,6.26,MG,1675702692
433,steinbach,50.1667,8.5667,5.19,60,20,6.17,DE,1675702693
434,maasin,10.1336,124.8447,23.87,94,72,3.79,PH,1675702693
435,pangai,-19.8,-174.35,26.62,76,93,5.42,TO,1675702693
436,uddevalla,58.3478,11.9424,2.26,95,4,3.49,SE,1675702694
437,medzev,48.7004,20.8937,-3.59,89,45,2.92,SK,1675702694
438,marolambo,-20.05,48.1167,20.52,99,100,0.44,MG,1675702695
439,parola,20.8833,75.1167,24.65,21,0,3.14,IN,1675702695
440,campos novos,-27.4017,-51.225,27.95,22,84,2.33,BR,1675702561
441,cockburn town,21.4612,-71.1419,26.98,65,40,6.69,TC,1675702526
442,acarau,-2.8856,-40.12,28.53,70,96,5.65,BR,1675702696
443,harper,4.375,-7.7169,28.35,69,81,4.09,LR,1675702696
444,bismarck,46.8083,-100.7837,3.78,81,100,6.17,US,1675702441
445,palana,59.1167,159.9667,-26.71,99,98,3.41,RU,1675702697
446,lingao,19.9103,109.6859,21.38,89,70,5.22,CN,1675702697
447,sai buri,6.7013,101.6168,24.04,87,98,1.69,TH,1675702698
448,cortes,41.9395,-1.4396,12.6,57,36,2.21,ES,1675702698
449,dryden,49.7833,-92.7503,-5.84,79,75,5.66,CA,1675702642
450,sangar,63.9242,127.4739,-46.43,100,76,0.55,RU,1675702699
451,port elizabeth,-33.918,25.5701,26.16,90,40,5.66,ZA,1675702699
452,mednogorsk,51.4128,57.595,-19.54,100,60,0.72,RU,1675702699
453,urumqi,43.801,87.6005,-9.47,93,40,1.0,CN,1675702421
454,pangody,65.85,74.4859,-28.29,100,100,0.83,RU,1675702636
455,tarauaca,-8.1614,-70.7656,30.16,56,86,1.78,BR,1675702701
456,komsomolskiy,40.4272,71.7189,5.4,87,100,2.06,UZ,1675702701
457,shelbyville,35.4834,-86.4603,14.43,61,0,2.06,US,1675702701
458,dasoguz,41.8363,59.9666,2.97,75,0,6.17,TM,1675702446
459,belmonte,-15.8631,-38.8828,29.82,62,0,5.02,BR,1675702702
460,tilichiki,60.4667,166.1,-31.96,94,14,3.95,RU,1675702702
461,beian,63.6559,9.5683,8.34,81,75,6.69,NO,1675702702
462,jaque,7.5175,-78.1703,28.7,68,51,2.78,PA,1675702703
463,caico,-6.4583,-37.0978,35.61,29,36,3.81,BR,1675702703
464,twentynine palms,34.1356,-116.0542,11.65,41,21,1.79,US,1675702460
465,tabou,4.423,-7.3528,28.01,71,85,4.24,CI,1675702704
466,la ronge,55.1001,-105.2842,-8.86,73,100,8.23,CA,1675702704
467,sistranda,63.7256,8.834,6.98,81,100,13.68,NO,1675702705
468,norman wells,65.282,-126.8329,-27.98,76,40,1.03,CA,1675702705
469,chase,50.8165,-119.6857,2.31,93,95,1.27,CA,1675702705
470,quzhou,28.9594,118.8686,11.31,99,100,0.58,CN,1675702706
471,dawson creek,55.7666,-120.2362,1.8,64,0,5.14,CA,1675702689
472,tornio,65.8481,24.1466,-1.99,92,100,4.62,FI,1675702708
473,singaraja,-8.112,115.0882,25.57,86,100,2.4,ID,1675702708
474,tiksi,71.6872,128.8694,-34.69,100,88,2.26,RU,1675702709
475,yomou,7.5603,-9.2653,35.07,24,82,1.42,GN,1675702709
476,nova olinda do norte,-3.8881,-59.0942,27.69,76,92,0.95,BR,1675702709
477,san patricio,28.017,-97.5169,23.84,62,7,8.04,US,1675702710
478,mehamn,71.0357,27.8492,1.97,93,75,15.43,NO,1675702710
479,dongsheng,39.8161,109.9776,-3.7,37,1,4.12,CN,1675702711
480,lagoa,39.05,-27.9833,13.56,72,89,13.24,PT,1675702472
481,severodvinsk,64.5635,39.8302,-8.94,96,97,2.54,RU,1675702712
482,sabha,27.0377,14.4283,14.08,43,52,3.35,LY,1675702712
483,arman,59.7,150.1667,-30.55,82,78,3.91,RU,1675702713
484,poso,-1.3959,120.7524,24.0,91,91,1.67,ID,1675702713
485,hirara,24.8,125.2833,21.18,82,100,6.88,JP,1675702713
486,pacific grove,36.6177,-121.9166,10.29,90,0,2.06,US,1675702714
487,sambava,-14.2667,50.1667,24.99,88,100,2.29,MG,1675702420
488,huarmey,-10.0681,-78.1522,23.25,79,95,3.11,PE,1675702714
489,hastings,50.8552,0.5729,7.85,19,7,2.77,GB,1675702715
490,bamako,12.65,-8.0,37.23,9,0,2.06,ML,1675702715
491,tura,25.5198,90.2201,15.57,42,0,1.25,IN,1675702715
492,cerro azul,21.2,-97.7333,23.43,63,0,2.56,MX,1675702716
493,little rock,34.7465,-92.2896,16.66,80,75,4.12,US,1675702527
494,makakilo city,21.3469,-158.0858,23.18,77,0,3.6,US,1675702370
495,kirakira,-10.4544,161.9205,26.53,86,100,4.8,SB,1675702717
496,valentin gomez farias,28.2167,-106.5833,17.38,17,84,4.01,MX,1675702717
497,jacareacanga,-6.2222,-57.7528,31.23,58,72,0.42,BR,1675702717
498,zhigansk,66.7697,123.3711,-47.97,100,71,0.29,RU,1675702718
499,rocha,-34.4833,-54.3333,30.82,33,65,6.0,UY,1675702478
500,roma,43.2128,-75.4557,3.31,81,100,3.6,US,1675702683
501,angoche,-16.2325,39.9086,24.39,93,100,1.48,MZ,1675702718
502,blagoyevo,63.3667,47.9167,-20.05,100,94,1.76,RU,1675702719
503,cayenne,4.9333,-52.3333,28.02,74,75,7.72,GF,1675702719
504,tecoanapa,16.5167,-98.75,27.82,59,0,3.11,MX,1675702720
505,ciudad bolivar,8.1222,-63.5497,29.71,48,96,3.15,VE,1675702720
506,altamont,42.2068,-121.7372,0.43,90,0,0.89,US,1675702721
507,horsham,51.064,-0.3272,9.47,55,0,3.09,GB,1675702721
508,malindi,-3.2175,40.1191,27.09,69,20,6.69,KE,1675702511
509,shingu,33.7333,135.9833,8.88,56,100,1.4,JP,1675702721
510,changli,39.7042,119.1506,-1.74,56,100,2.85,CN,1675702722
511,northam,51.0333,-4.2167,8.12,80,25,1.96,GB,1675702722
512,mount darwin,-16.7725,31.5838,20.79,88,57,1.07,ZW,1675702723
513,campechuela,20.2342,-77.2789,28.32,56,0,3.92,CU,1675702723
514,levice,48.2156,18.6071,-4.07,73,53,0.78,SK,1675702723
515,virden,39.5009,-89.7679,7.83,71,100,7.35,US,1675702724
516,sola,-13.8833,167.55,27.33,73,86,2.37,VU,1675702724
517,krasyukovskaya,47.5522,40.1088,0.4,80,75,8.0,RU,1675702725
518,puerto plata,19.7934,-70.6884,28.95,65,20,5.66,DO,1675702725
519,san rafael,-34.6177,-68.3301,32.91,16,0,4.27,AR,1675702725
520,pemangkat,1.1667,108.9667,25.65,85,100,0.38,ID,1675702726
521,mercedes,-34.6515,-59.4307,33.3,16,1,2.7,AR,1675702954
522,ourossogui,15.6064,-13.3211,35.0,17,0,1.03,SN,1675702726
523,lethem,3.3803,-59.7968,28.13,60,95,3.59,GY,1675702727
524,le port,-20.9373,55.2919,27.0,80,98,2.51,RE,1675702520
525,poltavka,54.3663,71.7632,-20.88,100,98,0.96,RU,1675702728
526,loreto,22.2667,-101.9667,19.07,19,0,3.14,MX,1675702696
527,quelimane,-17.8786,36.8883,26.1,78,16,2.73,MZ,1675702511
528,massaguet,12.4755,15.4365,30.57,12,99,4.06,TD,1675702731
529,henties bay,-22.116,14.2845,18.91,83,98,3.5,NA,1675702731
530,viru,-8.4167,-78.75,29.15,52,41,4.46,PE,1675702732
531,totskoye,52.5248,52.7623,-16.43,100,70,0.21,RU,1675702732
532,bilibino,68.0546,166.4372,-37.24,100,100,0.73,RU,1675702733
533,trairi,-3.2778,-39.2689,29.2,66,84,4.51,BR,1675702722
534,gondanglegi,-7.7479,112.0132,23.46,92,100,2.03,ID,1675702734
535,hofn,64.2539,-15.2082,3.01,75,75,6.17,IS,1675702734
536,high rock,26.6208,-78.2833,24.01,63,38,5.94,BS,1675702734
537,marana,32.4367,-111.2254,15.67,43,2,0.0,US,1675702604
538,bubaque,11.2833,-15.8333,24.74,64,14,8.24,GW,1675702735
539,pangkalanbuun,-2.6833,111.6167,23.87,95,99,1.1,ID,1675702735
540,pilar,-9.5972,-35.9567,27.96,70,91,5.18,BR,1675702736
541,sterling,39.0062,-77.4286,11.0,58,100,8.75,US,1675702652
542,sutysky,49.0425,28.4173,-4.76,80,100,4.73,UA,1675702642
543,saint-pierre,-21.3393,55.4781,26.82,69,0,4.63,RE,1675702737
544,solnechnyy,50.7214,136.6319,-22.65,96,76,1.38,RU,1675702737
545,santa maria,-29.6842,-53.8069,29.61,45,40,2.06,BR,1675702699
546,chulym,55.0997,80.9572,-10.97,97,100,1.59,RU,1675702738
547,halifax,44.6453,-63.5724,6.36,93,100,1.54,CA,1675702738
548,quatre cocos,-20.2078,57.7625,27.06,80,79,5.49,MU,1675702738
549,chernyshevskiy,63.0128,112.4714,-34.79,98,99,0.14,RU,1675702739
550,soe,-9.8607,124.284,19.03,95,100,1.32,ID,1675702739
551,hay river,60.8156,-115.7999,-28.01,76,20,1.03,CA,1675702740
552,punto fijo,11.6956,-70.1996,27.9,62,18,12.61,VE,1675702740
553,waipawa,-41.4122,175.5153,12.75,86,0,1.81,NZ,1675702654
554,umm lajj,25.0213,37.2685,20.07,47,77,4.91,SA,1675702741
555,mayumba,-3.432,10.6554,26.71,76,93,3.09,GA,1675702741
556,guiberoua,6.2392,-6.1727,33.3,35,92,2.13,CI,1675702742
557,langholm,55.151,-2.9989,6.34,93,100,4.98,GB,1675702742
558,ingham,42.6,-84.3833,0.65,78,100,0.0,US,1675702743
559,pontianak,-0.0333,109.3333,24.99,94,100,0.51,ID,1675702743
560,porto santo,33.072,-16.3415,16.21,55,75,9.26,PT,1675702744
561,buchanan,5.8808,-10.0467,28.95,69,58,4.68,LR,1675702744
562,shieli,44.1667,66.75,-0.83,85,81,2.46,KZ,1675702744
563,mingaora,34.7758,72.3625,7.0,74,2,2.6,PK,1675702745
